asset_id,additional_info,customer_id,asset_profile_id,name,label,tenant_id,type,external_id,version,processing_day,created_at,_dbt_loaded_at
62e45981-fee0-e979-63da-a2a4b96d598f,"{""synthetic"":true,""area"":""BUILDING_011""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_011,Building 11,66f096d8-521b-4090-8052-c188b08821d5,building,51fa5ffc-1d77-96de-47b5-813cffb42af7,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
c919f988-68b9-30df-19b6-a8ecd44d9604,"{""synthetic"":true,""area"":""FLOOR_012""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_012,Floor 12,66f096d8-521b-4090-8052-c188b08821d5,floor,e4f6bdad-d9ad-70a6-d508-5c037b4688d0,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
68341f67-0544-9e63-8948-49d4d108ddc4,"{""synthetic"":true,""area"":""ZONE_013""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_013,Zone 13,66f096d8-521b-4090-8052-c188b08821d5,zone,72b84e12-29ab-0fd2-7a24-366af31e14f0,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
e77e9337-3a04-45a6-6b61-4fb8ce8c01f1,"{""synthetic"":true,""area"":""PARKING_014""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_014,Parking 14,66f096d8-521b-4090-8052-c188b08821d5,parking,b593043f-14e0-8165-9438-a2404ac5eb06,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
1247d53d-becb-6428-74ad-358e7dd768b9,"{""synthetic"":true,""area"":""EQUIPMENT_015""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_015,Equipment 15,66f096d8-521b-4090-8052-c188b08821d5,equipment,13156fb9-94a9-7820-62af-18ac8678ded3,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
b58bebb1-3600-0091-66f0-e9116da46838,"{""synthetic"":true,""area"":""BUILDING_016""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_016,Building 16,66f096d8-521b-4090-8052-c188b08821d5,building,ca5ec3d7-9691-7d3e-e525-43a47eee64ae,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
60238843-12ff-be99-460b-beb5af7f448e,"{""synthetic"":true,""area"":""FLOOR_017""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_017,Floor 17,66f096d8-521b-4090-8052-c188b08821d5,floor,e7e9f159-da34-d496-94c7-57147d2cbb0a,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
7fc4235e-1bb0-e0f1-0dfd-570d58688e2d,"{""synthetic"":true,""area"":""ZONE_018""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_018,Zone 18,66f096d8-521b-4090-8052-c188b08821d5,zone,c3dd1c97-5d04-aed0-e029-e3fe9140d3f6,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
fad7a2ee-5fe6-d05f-5ff0-1945e5c304cf,"{""synthetic"":true,""area"":""PARKING_019""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_019,Parking 19,66f096d8-521b-4090-8052-c188b08821d5,parking,634f6e20-e007-001e-4cfe-04b0d1a23df6,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
7d5ca9b2-b683-5607-411e-52c475613e5d,"{""synthetic"":true,""area"":""EQUIPMENT_020""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_020,Equipment 20,66f096d8-521b-4090-8052-c188b08821d5,equipment,44593dcb-aa31-515c-44ab-5b27bd1de093,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
c2bbf522-fa77-ea9c-4692-3731219a661a,"{""synthetic"":true,""area"":""BUILDING_021""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_021,Building 21,66f096d8-521b-4090-8052-c188b08821d5,building,cc7debc9-2d91-46a5-cd8b-765ce3c51014,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
8580f245-5e60-093c-cc11-323c09068a7b,"{""synthetic"":true,""area"":""FLOOR_022""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_022,Floor 22,66f096d8-521b-4090-8052-c188b08821d5,floor,4e16f1c9-90a2-fbd7-13ab-4b827fbe04e5,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5bf3fd49-3d48-fb8a-0c70-f6e741e787c3,"{""synthetic"":true,""area"":""ZONE_023""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_023,Zone 23,66f096d8-521b-4090-8052-c188b08821d5,zone,620a4a61-a883-6ee8-08fa-b5fd03473202,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5cd9c461-c09c-fd66-d81c-7e7c0e3c60a3,"{""synthetic"":true,""area"":""PARKING_024""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_024,Parking 24,66f096d8-521b-4090-8052-c188b08821d5,parking,adfcae52-4ffb-7a55-36cd-96035538831c,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
0f8b0e91-0b69-d2a0-c292-a1a1c48b6458,"{""synthetic"":true,""area"":""EQUIPMENT_025""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_025,Equipment 25,66f096d8-521b-4090-8052-c188b08821d5,equipment,00f4f0ca-8128-947d-9273-76e415bffe00,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
068e73ed-5400-e63b-1708-61dbc42dcf3d,"{""synthetic"":true,""area"":""BUILDING_026""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_026,Building 26,66f096d8-521b-4090-8052-c188b08821d5,building,6bcf4387-3dda-f749-7176-9d5721169437,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
3c996bcb-2a93-db16-f81d-9a5eb1254bb7,"{""synthetic"":true,""area"":""FLOOR_027""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_027,Floor 27,66f096d8-521b-4090-8052-c188b08821d5,floor,fa847c6b-db72-bb28-f0c9-7a184c89fe48,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
9f62e291-6324-25de-6a81-8a2a9e575e07,"{""synthetic"":true,""area"":""ZONE_028""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_028,Zone 28,66f096d8-521b-4090-8052-c188b08821d5,zone,9e34f92b-651a-1dc4-746b-cb10ecb2484b,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
6b486394-6387-d0b0-6d7e-1a6dbb95b0c6,"{""synthetic"":true,""area"":""PARKING_029""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_029,Parking 29,66f096d8-521b-4090-8052-c188b08821d5,parking,b7dc017a-0c50-aa3f-822b-7b0c199492ed,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5786e6fb-9347-6417-9d07-e0bc724858cf,"{""synthetic"":true,""area"":""EQUIPMENT_030""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_030,Equipment 30,66f096d8-521b-4090-8052-c188b08821d5,equipment,534fae50-c06b-acd6-d22d-1181347bab68,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
b682a892-2a8d-ba40-0ad9-ca979cc9aefa,"{""synthetic"":true,""area"":""BUILDING_031""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_031,Building 31,66f096d8-521b-4090-8052-c188b08821d5,building,87e4f4d2-5226-72bf-216c-3f5144deeee3,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5727b581-ff9c-fc62-9b0b-245d02a88b1c,"{""synthetic"":true,""area"":""FLOOR_032""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_032,Floor 32,66f096d8-521b-4090-8052-c188b08821d5,floor,dd385cd7-7927-5700-3f56-9637fc923e05,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
965ead6f-e98f-5e0a-e201-51abf710ee0c,"{""synthetic"":true,""area"":""ZONE_033""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_033,Zone 33,66f096d8-521b-4090-8052-c188b08821d5,zone,8bf3da17-2aec-b725-cd9f-8661927f22d8,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
d69c8507-a64f-055c-2a69-2c4badba6e97,"{""synthetic"":true,""area"":""PARKING_034""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_034,Parking 34,66f096d8-521b-4090-8052-c188b08821d5,parking,354b8de0-206a-5759-d518-37f38301148a,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
40979d5d-970a-18c8-7638-0fc19fee9380,"{""synthetic"":true,""area"":""EQUIPMENT_035""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_035,Equipment 35,66f096d8-521b-4090-8052-c188b08821d5,equipment,5375ad47-7d71-7df4-e905-dcc873f43f9c,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
9244ab6b-8f19-9e33-5f8b-2f48efee1b13,"{""synthetic"":true,""area"":""BUILDING_036""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_036,Building 36,66f096d8-521b-4090-8052-c188b08821d5,building,3bcb83a8-1e8c-b331-a3c8-1e27eb1ce19b,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
b5d2b7e3-b788-bc08-7834-7c327aff647e,"{""synthetic"":true,""area"":""FLOOR_037""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_037,Floor 37,66f096d8-521b-4090-8052-c188b08821d5,floor,75fab813-7cb9-4da8-0e25-caa29d445637,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
4fce5669-1ef6-80d5-f1af-b4cfa8278084,"{""synthetic"":true,""area"":""ZONE_038""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_038,Zone 38,66f096d8-521b-4090-8052-c188b08821d5,zone,72adcfc5-2e18-252b-c527-c48e2e2a9025,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
ea933bbe-fb4e-f203-4633-7a92a003f00f,"{""synthetic"":true,""area"":""PARKING_039""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_039,Parking 39,66f096d8-521b-4090-8052-c188b08821d5,parking,fe2bac43-e1c5-0a03-13e1-2cb4f50ec76f,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
7bae4f09-ae5b-09fd-c882-c1e5beef669f,"{""synthetic"":true,""area"":""EQUIPMENT_040""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_040,Equipment 40,66f096d8-521b-4090-8052-c188b08821d5,equipment,0efe5657-06ff-60f5-e91a-bb1c6973a907,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
cbddc266-c30d-2aaf-6302-fc9868900fa5,"{""synthetic"":true,""area"":""BUILDING_041""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_041,Building 41,66f096d8-521b-4090-8052-c188b08821d5,building,71f4e367-1afe-c637-dfce-bc79fbb75477,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
87603af1-b1b5-f63e-8aff-e12ddbda40ac,"{""synthetic"":true,""area"":""FLOOR_042""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_042,Floor 42,66f096d8-521b-4090-8052-c188b08821d5,floor,4e2a4b68-c032-2480-e5dd-04116b802b2a,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
c196c597-2a5a-efd2-39d7-2431b5f62d12,"{""synthetic"":true,""area"":""ZONE_043""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_043,Zone 43,66f096d8-521b-4090-8052-c188b08821d5,zone,5defa820-6393-541c-310c-7270866bcf22,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5a9497fe-f8b8-cf19-dcb8-f0855207d2c0,"{""synthetic"":true,""area"":""PARKING_044""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_044,Parking 44,66f096d8-521b-4090-8052-c188b08821d5,parking,4a3e2d46-d5cd-350e-40b7-600a7034a9a4,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
85964635-2f6b-0c06-69e6-843afb04104d,"{""synthetic"":true,""area"":""EQUIPMENT_045""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_045,Equipment 45,66f096d8-521b-4090-8052-c188b08821d5,equipment,20d0aed5-c431-223f-be00-6b654f05cc8a,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
9ce86acd-9a5d-770b-eada-677a51fa8628,"{""synthetic"":true,""area"":""BUILDING_046""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_046,Building 46,66f096d8-521b-4090-8052-c188b08821d5,building,8cd7ac4f-bda2-5a29-8796-3bdfa28d8a60,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
49471f29-665b-40cf-ad62-482cbaf5a2f4,"{""synthetic"":true,""area"":""FLOOR_047""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_047,Floor 47,66f096d8-521b-4090-8052-c188b08821d5,floor,1650e108-b52c-533e-3ebc-2877cc5f75cd,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
d2a20852-1f64-df54-798c-aa76db6ca797,"{""synthetic"":true,""area"":""ZONE_048""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_048,Zone 48,66f096d8-521b-4090-8052-c188b08821d5,zone,d79a034f-9e2f-2913-8c2c-715cb8046766,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
3bb9bdc8-49d5-3db2-d349-f01233f96675,"{""synthetic"":true,""area"":""PARKING_049""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_049,Parking 49,66f096d8-521b-4090-8052-c188b08821d5,parking,3949c1e0-39ba-9bb9-8df6-ab056f873b23,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
27f69ef9-99bc-33da-98c5-a2c23071a507,"{""synthetic"":true,""area"":""EQUIPMENT_050""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_050,Equipment 50,66f096d8-521b-4090-8052-c188b08821d5,equipment,bb9366ad-aec1-10c6-e53d-91afadfa3d04,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
6cbdc3d4-6666-7cc7-c570-fcd9d83e9ef1,"{""synthetic"":true,""area"":""BUILDING_051""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_051,Building 51,66f096d8-521b-4090-8052-c188b08821d5,building,a5ad4366-52f6-054b-5510-9b0744160f0d,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
6ddb8929-77fb-b3c4-7ceb-81b56235fcaf,"{""synthetic"":true,""area"":""FLOOR_052""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_052,Floor 52,66f096d8-521b-4090-8052-c188b08821d5,floor,49080182-5f45-324a-7ad0-2de8c241141b,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
e6b11db5-c862-9c5b-13a3-245c163c49eb,"{""synthetic"":true,""area"":""ZONE_053""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_053,Zone 53,66f096d8-521b-4090-8052-c188b08821d5,zone,1b7ee673-9100-273f-1f8a-4aaaf4a6bec9,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
06e13c34-66ab-a1b3-cd97-0b18360226d7,"{""synthetic"":true,""area"":""PARKING_054""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_054,Parking 54,66f096d8-521b-4090-8052-c188b08821d5,parking,8ee5143b-97c4-4c6e-f118-6ba5fb00fd0d,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
5047c08e-8d52-8dc1-153e-12d5762bf860,"{""synthetic"":true,""area"":""EQUIPMENT_055""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_055,Equipment 55,66f096d8-521b-4090-8052-c188b08821d5,equipment,2e9b289a-0cd0-61e2-d8aa-9fb2894ba15e,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
e284b2b3-4960-058b-b601-659850f3dfc4,"{""synthetic"":true,""area"":""BUILDING_056""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_056,Building 56,66f096d8-521b-4090-8052-c188b08821d5,building,dcc9e323-ad58-642e-d5fb-241407f7893d,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
cf1977fe-b0a4-1c19-fb3e-a58598ac14b3,"{""synthetic"":true,""area"":""FLOOR_057""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_057,Floor 57,66f096d8-521b-4090-8052-c188b08821d5,floor,d16f1074-751f-f0b6-a528-a6ecd89c8fbc,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
4399db5b-fb21-790a-d38f-a85f103db4f7,"{""synthetic"":true,""area"":""ZONE_058""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_058,Zone 58,66f096d8-521b-4090-8052-c188b08821d5,zone,a32db206-65bc-9951-345f-688e5183b24f,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
1fdbea48-93ea-0840-51b1-d58abc6a1340,"{""synthetic"":true,""area"":""PARKING_059""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_059,Parking 59,66f096d8-521b-4090-8052-c188b08821d5,parking,712ed70f-3d8f-6aa9-078d-9ea85c5262a0,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
f88df548-a9cd-6191-06b5-d0dfb72ba36a,"{""synthetic"":true,""area"":""EQUIPMENT_060""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_060,Equipment 60,66f096d8-521b-4090-8052-c188b08821d5,equipment,dc7915ea-8467-61e7-de7e-fd6bd521f909,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
a2e07c49-a9b9-1f7e-e57e-8f6e235597ce,"{""synthetic"":true,""area"":""BUILDING_061""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,d87afda2-85dd-dc3f-ef93-f3f9b9121368,BUILDING_061,Building 61,66f096d8-521b-4090-8052-c188b08821d5,building,3a740d58-3b30-a68c-240d-09231b39d93f,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
0f74f78d-cabf-4d37-b8a4-da4755610326,"{""synthetic"":true,""area"":""FLOOR_062""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,89feea86-2a4b-29a3-d613-e56f7f83de8b,FLOOR_062,Floor 62,66f096d8-521b-4090-8052-c188b08821d5,floor,458de8e6-0653-e771-c5b5-0b59cb0fe259,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
8c54357f-3cff-8d84-33bc-4fbfbaf8f21f,"{""synthetic"":true,""area"":""ZONE_063""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,f0b199da-1005-9b3e-e05f-c75eb9d0b6bc,ZONE_063,Zone 63,66f096d8-521b-4090-8052-c188b08821d5,zone,6e0d1d1e-c4a9-6244-796b-6192d9e25871,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
85920c94-86f4-0115-51f4-d703432967f3,"{""synthetic"":true,""area"":""PARKING_064""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,73b89ebc-f53b-09bd-f0a3-778e8fbfa995,PARKING_064,Parking 64,66f096d8-521b-4090-8052-c188b08821d5,parking,752e0e2d-cd34-32d7-844b-f33647a2c415,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
1ac78821-6587-1b0f-a76c-ec21b6cf45ef,"{""synthetic"":true,""area"":""EQUIPMENT_065""}",56a0d760-490d-11f1-a19f-b52b73e46bf7,e05cedb4-52d1-ddc7-3a98-f4a7dc4e71ad,EQUIPMENT_065,Equipment 65,66f096d8-521b-4090-8052-c188b08821d5,equipment,e1ad4dd3-ffd8-5165-68f6-1aad8b81fbb0,1,2026-06-01,2026-06-01 00:00:00,2026-06-09 00:55:47
