from_id,from_type,to_id,to_type,relation_type_group,relation_type,additional_info,version,processing_day
6f996ded-05b4-49b7-8ab5-da3f61299672,DEVICE,068e73ed-5400-e63b-1708-61dbc42dcf3d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
2aae254e-244d-4710-be85-f963d38c85a6,DEVICE,3c996bcb-2a93-db16-f81d-9a5eb1254bb7,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
54620427-725f-4b18-aa45-93f783dfcc2e,DEVICE,9f62e291-6324-25de-6a81-8a2a9e575e07,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
d98fa376-e34b-41be-9b96-8463e997a1cd,DEVICE,6b486394-6387-d0b0-6d7e-1a6dbb95b0c6,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fec16176-3074-4410-a0a7-8c6107360524,DEVICE,5786e6fb-9347-6417-9d07-e0bc724858cf,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fff91720-2792-4e37-a547-4c85ef570226,DEVICE,b682a892-2a8d-ba40-0ad9-ca979cc9aefa,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4d407c56-a87a-4830-be20-6d2743d11c18,DEVICE,5727b581-ff9c-fc62-9b0b-245d02a88b1c,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
6a703519-abd9-43fa-8d20-dd044f25486f,DEVICE,965ead6f-e98f-5e0a-e201-51abf710ee0c,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7a1a3840-90dd-4a24-a75d-00865f3fd012,DEVICE,d69c8507-a64f-055c-2a69-2c4badba6e97,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fb602b52-8ed8-415c-a4b6-8e738f242503,DEVICE,40979d5d-970a-18c8-7638-0fc19fee9380,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
491c1667-877e-4722-8018-85c2fc898527,DEVICE,9244ab6b-8f19-9e33-5f8b-2f48efee1b13,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
719c5fcf-540c-4be7-a00e-fc504295a97f,DEVICE,b5d2b7e3-b788-bc08-7834-7c327aff647e,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
f124e33e-28d7-4c73-92df-e52314a8efe0,DEVICE,4fce5669-1ef6-80d5-f1af-b4cfa8278084,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4e8117de-efbf-45b9-bb6d-e2f9074db03d,DEVICE,ea933bbe-fb4e-f203-4633-7a92a003f00f,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
a7b2c19f-3a74-4e50-abf4-d3ec63492351,DEVICE,7bae4f09-ae5b-09fd-c882-c1e5beef669f,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
db9eae2f-7506-4d8e-b29c-0ad89070ea8f,DEVICE,cbddc266-c30d-2aaf-6302-fc9868900fa5,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4dd636df-f0b5-45e2-8acf-039c41fbc945,DEVICE,87603af1-b1b5-f63e-8aff-e12ddbda40ac,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4e453974-6813-44d0-a66f-f40ae7f048bb,DEVICE,c196c597-2a5a-efd2-39d7-2431b5f62d12,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
b3011518-cb57-4e2c-ac2d-10023c549f78,DEVICE,5a9497fe-f8b8-cf19-dcb8-f0855207d2c0,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fc06d1e6-d3cd-40ee-8264-54e361d5d32d,DEVICE,85964635-2f6b-0c06-69e6-843afb04104d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
6e5dcf8a-4a32-4e00-9ed3-421ee2fc9271,DEVICE,9ce86acd-9a5d-770b-eada-677a51fa8628,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
24ab565f-2135-46f8-bb29-c5f8d35276df,DEVICE,49471f29-665b-40cf-ad62-482cbaf5a2f4,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
436d72fc-dcbf-49aa-9e48-a33539eccb69,DEVICE,d2a20852-1f64-df54-798c-aa76db6ca797,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
ae324744-8228-41ef-b5af-a590146afd69,DEVICE,3bb9bdc8-49d5-3db2-d349-f01233f96675,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
3dfb03ef-09a7-4c13-9d9e-e0e3d8bc2888,DEVICE,27f69ef9-99bc-33da-98c5-a2c23071a507,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
c5284269-2fd6-473e-bca2-13bc60129aab,DEVICE,6cbdc3d4-6666-7cc7-c570-fcd9d83e9ef1,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
d56651db-3618-46b5-8384-450d2683ad3c,DEVICE,6ddb8929-77fb-b3c4-7ceb-81b56235fcaf,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
56dade7b-ef4e-4527-82a9-b7d078aad030,DEVICE,e6b11db5-c862-9c5b-13a3-245c163c49eb,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
1324c7fe-ea12-4ff8-ac82-5235933a70b2,DEVICE,06e13c34-66ab-a1b3-cd97-0b18360226d7,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
df6cfd33-82c8-4b34-8f3a-10ca38a1fc4e,DEVICE,5047c08e-8d52-8dc1-153e-12d5762bf860,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
1ef4d089-1d02-44d4-a7bf-9ae352971cd3,DEVICE,e284b2b3-4960-058b-b601-659850f3dfc4,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
609714e1-1821-40bb-8b19-814501c2ca30,DEVICE,cf1977fe-b0a4-1c19-fb3e-a58598ac14b3,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
a2a23939-6d32-46a6-84f4-8ed631fdfbfe,DEVICE,4399db5b-fb21-790a-d38f-a85f103db4f7,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4ad97c4c-498c-4cb7-b698-7e40a18f434b,DEVICE,1fdbea48-93ea-0840-51b1-d58abc6a1340,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
a00bf134-29a9-4c6d-b316-16624e86da29,DEVICE,f88df548-a9cd-6191-06b5-d0dfb72ba36a,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
0e654a2c-6276-4f20-a3af-bff40eeb9a65,DEVICE,a2e07c49-a9b9-1f7e-e57e-8f6e235597ce,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
5dac6681-7316-46fb-8438-8559927b0fd7,DEVICE,0f74f78d-cabf-4d37-b8a4-da4755610326,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
f53b575f-997b-422d-a3ee-89a88740b54d,DEVICE,8c54357f-3cff-8d84-33bc-4fbfbaf8f21f,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
63a29463-043f-4343-9506-8d0a4ca06dcb,DEVICE,85920c94-86f4-0115-51f4-d703432967f3,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
38afa871-7c9c-427d-b1b4-fa8319fa16d2,DEVICE,1ac78821-6587-1b0f-a76c-ec21b6cf45ef,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
17596227-cfd1-4238-ba45-d71755c9b2c0,DEVICE,bba2104b-a4f8-0774-c001-c3f092a89bc2,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
17e2ba32-bf6b-4b03-af75-a1101016f4ef,DEVICE,45a5d5fa-4880-0377-bca2-4fde5aa7a558,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
6def7b5e-78c8-4c30-a32b-5121f5b15ecd,DEVICE,da19ff24-ff6e-f65a-093e-6ccee1a4aae3,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
63868783-7c62-4cc2-b684-0bd5c606fddb,DEVICE,5bf3058b-995d-97ae-d0c5-68d777abd278,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
03307fe6-88d2-46ad-9c18-425c00d3153d,DEVICE,f56f93d0-ca4a-6d60-6b71-d69d11a94da8,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7b994e0d-c27b-48c2-a03a-37228a5ae82d,DEVICE,faf2a11c-b28c-dc64-3980-51bb4810e973,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
4d6cb62e-1717-45dd-ac6b-740820f32e16,DEVICE,4c660f2b-c8b5-b5d2-6016-128f9a66557e,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7e781fe4-f361-4ff2-8214-de660145748f,DEVICE,8ac2932e-66ad-348e-3dd3-106b6b38a355,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
689ddf12-322c-475e-b275-3a4e119dd9fe,DEVICE,6513cb89-a9c2-c445-32be-536a300dd63c,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
411eb5d6-fd09-4193-b12d-beca2fbc5b02,DEVICE,1a08b3c5-960f-f99f-c45a-56d038c9ffd4,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
f616e522-3476-4c51-9c31-00bccfdf24e9,DEVICE,fc0b0c2c-a052-3faa-b41a-fd82bd2ccf3c,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
f335e604-e32d-4edd-b20d-f696bb272b31,DEVICE,21fdb097-4653-0c3f-3ea5-062f4c212b8f,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
2ce7da86-a6af-48fd-ab52-83cd7239cb99,DEVICE,50f0e24c-49d8-6bb5-f020-7494e7e7e299,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7f194ced-451a-439c-b4ab-de03a157b94d,DEVICE,6811dc65-07d4-2245-56b0-43b3f840604d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
65c3befb-d510-42e2-aaa4-1168af61e0c0,DEVICE,83ca39cc-84a6-936c-82af-5e651d27e88c,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
700af0c0-92ef-4de6-bd2b-cc4479b6e42d,DEVICE,d06e881c-d92c-b479-d54e-52444620325a,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7ca8b08f-ccc8-4239-9b59-0280317ec060,DEVICE,e0210ee1-a066-1376-b0bc-272faa02888d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fcd91b99-20d9-4899-a2a1-0ff143552ac2,DEVICE,df664be9-101d-12f3-a308-30eee4499d47,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
28fd204f-a4bf-4bf9-a8a5-1a847422418f,DEVICE,8ff96431-1b0e-6b26-67fa-99b6a45bdcb2,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
0dcea078-b495-4645-bda9-7b2715839c7d,DEVICE,a0b49dda-ee19-f2e6-7bb7-d5b4bbb48ea3,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
7651fff9-ef96-44f3-86ca-61fb16dd9404,DEVICE,690c0a44-45aa-50d6-25c3-1d8cfcc4bb57,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
e7b048d6-8050-4b8c-9200-bf5de2a164ed,DEVICE,107b2f6d-cfd1-c4af-4a16-75223237bd81,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
710a9a87-3f46-4614-94e7-2626cfff7c62,DEVICE,b98a78a1-3cdd-df10-f87c-80f879afaeb8,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
451f133f-6c1e-4a4b-9d0e-6aadd012879d,DEVICE,324341de-b4ea-a88a-d6df-860439c828ef,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
a9fb1766-5e76-4440-94a8-db8b58597c3c,DEVICE,5c133bf7-7023-ab5c-2aae-9a86a243904d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
9059ff49-333e-4759-970d-a705b44ee648,DEVICE,81270696-bb0b-aba4-0b38-3881bc26002e,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
f68a4b5e-9517-4e72-b58f-a340021f0a41,DEVICE,1107cc04-6216-01a9-4ddb-cbc6cc723267,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
d7d4875e-2164-404e-b07c-224b436c17dc,DEVICE,8387ef57-1f67-6a1d-ea95-08bdd1c75c9e,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
ab1088f4-dc41-4db6-9baa-194521f36f40,DEVICE,701c9c3c-6fe5-5d36-2e3a-10791613585f,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
8f74f918-0b2b-4032-8ee0-17a7b16393c3,DEVICE,1d7b0de8-1a8a-7f0c-4fcc-dac19212bab2,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
acbfaf3b-0354-4f86-acd5-b62fde52da9b,DEVICE,4f11fd8a-fdf1-fbdb-3d94-d4fda6e3e29b,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
c645c20b-cb11-47be-b197-902672181945,DEVICE,7dd980e1-ca55-6d33-c4ac-4ad4fd4b09d8,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
8bfb04a7-926b-4f81-b634-e73760a022cf,DEVICE,7ea9b75d-dba8-06e8-4d2f-26805938457d,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
1e413e05-03bb-4b52-889c-9e111392a975,DEVICE,8fe54b18-00a0-5768-e805-fdc5a3586a01,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
c1485ff0-f89a-48f4-98bf-7ba3e0f916ac,DEVICE,e72eb937-c8d8-6dff-4417-f0e18e7857b9,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
48c811e5-b494-4ebb-9d64-e56af444815c,DEVICE,8237dde0-8f41-dac9-c41a-746f705ddd25,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
1160792b-fd5e-4a7c-9cf3-498d1c529e91,DEVICE,698c73b1-9672-5ab0-782e-6d7b1d120508,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
b020ff0e-25c9-4065-93ed-ee25b0a74016,DEVICE,75b4f3b4-fab4-d0ef-5dec-69652c9b6934,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
db56fe96-a397-4513-a6a2-3f9ee28833f6,DEVICE,b7853d77-5637-62c5-3afb-bfddc652f4f2,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fca091a6-0014-47be-9eca-f0415109638c,DEVICE,cd1ba227-b7b3-5c60-5dba-3b1055e1c2fe,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
34ca6d26-fcf1-48bc-bf42-960c6ff4a1f7,DEVICE,1a7d0a10-5247-8784-31fd-1c357a4ad655,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
e1b68db7-3aac-426d-a463-08929d2ac503,DEVICE,c05bbeb6-457a-9f66-fd62-74d98b2c4527,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
87f8adbf-dc7b-4c60-a2ad-add3f35cb2cc,DEVICE,6c7e793e-8e7e-0a77-18db-b952037619ec,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
97ef1d6e-5479-46a1-8b7f-32c1710ad82c,DEVICE,a810857b-2af3-8106-869d-f8cfbab457a0,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
30ffdc9c-507f-42c5-aac9-281706c2e485,DEVICE,97c3c0ab-69f2-e9e7-47f9-f59faea10943,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
db9790e1-f124-4e3d-9d0d-449abd28b85e,DEVICE,5ebb3c56-8fbf-8f97-1ac0-a91daf997cec,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
af3bc5c1-3084-4554-a182-390489aa31ce,DEVICE,e2bf7eff-b488-ba74-da70-8d8630e56306,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
b7b407ac-c0e9-46e5-81a0-03126b3894df,DEVICE,5c6fbafa-a0da-b1d5-209d-38eb376c28ab,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
59be4126-c7bb-4cd1-b597-db089c984241,DEVICE,371d1c16-f5e3-fb12-0b77-343a88be0d9a,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
8bd3f993-c93c-4051-a685-50be654bd2c1,DEVICE,70c939a0-53e9-40b9-d5c2-5672e3fab056,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
1c07d513-cb8c-4551-a3c5-4a2ee43653dd,DEVICE,b8791d16-5e02-46e2-60b6-2f7580daf4d3,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
c0887db6-0faf-43b6-9fbc-c6e974fb2f51,DEVICE,7b47a67b-7e37-4586-d497-723407d6859b,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
748cb5ce-f926-4c47-ab31-26531c610ce6,DEVICE,6c871f4e-2f54-a562-1725-427944b65c76,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
ab6c9932-a87b-439e-9027-605c75711c03,DEVICE,6be1c55c-42ce-4bb3-c880-10ee4d0572da,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
a89089c8-0729-4c9b-b545-412957cc8e17,DEVICE,1000bb21-b9d1-b68c-b2f5-d6fd936c14b6,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
6b7b2af1-08db-4d59-b820-f9090e77b7c8,DEVICE,942640ed-ed97-1316-58ae-f7a3b16b9914,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
b5808246-5f58-4142-9be1-67ff381e3ae6,DEVICE,8e84cde9-af82-cca9-6765-a55721606656,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
d19c097e-39d5-49cb-a8d6-43f00bf5150b,DEVICE,2acbe2be-0b45-c914-85b3-7654739646ee,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
10b38b16-333a-4784-ae2b-d1deae768057,DEVICE,7e482d2d-eda4-db1b-12fd-e51088b56ec9,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
633059f2-a840-4e4e-abbb-2d6e6376531b,DEVICE,87c159c3-4e22-0c15-3cca-235af7b56750,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
ea4fa2ad-bc58-4e31-965a-c837eaecfa90,DEVICE,67fb77be-e8c0-5b0a-a48e-3af44206dca4,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
fef626d8-6ef1-4611-8030-4c3619e95bf9,DEVICE,3ee3977f-e22f-0472-d673-59d0daadd664,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
c21f6d14-55ac-4842-b466-aa7713a0442d,DEVICE,e469cd6c-6b30-a040-3e4a-d32747f76339,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
0c8cb688-a566-4a1b-833a-2c4244d4f095,DEVICE,6525e784-01c7-36ba-5bf5-35b6b099272a,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
9572a68e-e11e-4f91-894e-39b153dbdc03,DEVICE,af45d89b-7bc0-f65f-75bf-ce4f0e6ab4db,ASSET,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-01
