device_sk,asset_sk,device_id,device_tenant_id,asset_id,asset_tenant_id,relation_type_group,relation_type,relation_additional_info,relation_version,_dbt_loaded_at
dsk_87f2cb5b9464fe96,ask_0d5a22f27c190d6b,ad43e88d-0c23-4ede-a5f2-489ef5491e4f,66f096d8-521b-4090-8052-c188b08821d5,fad7a2ee-5fe6-d05f-5ff0-1945e5c304cf,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_6b19612db3254ca0,ask_6a64e0814720b91f,febd9686-f065-4a22-8361-2100acbcd11f,66f096d8-521b-4090-8052-c188b08821d5,7d5ca9b2-b683-5607-411e-52c475613e5d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0fc58b80296a2a0b,ask_7b69fdcfacc1fafc,0f7f4a6a-07d7-4c58-861e-28763664909c,66f096d8-521b-4090-8052-c188b08821d5,c2bbf522-fa77-ea9c-4692-3731219a661a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_479ea7e09f1001ca,ask_4d7e6f45b7774971,89000ea3-65f4-40cb-9382-1606353f1195,66f096d8-521b-4090-8052-c188b08821d5,8580f245-5e60-093c-cc11-323c09068a7b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5934342fa8cd1ecd,ask_0e2ec3bdaf816678,106c5edf-5f40-4b47-ac23-f78b02ae7480,66f096d8-521b-4090-8052-c188b08821d5,5bf3fd49-3d48-fb8a-0c70-f6e741e787c3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a2a205042ad937ca,ask_95fcb637adc93758,28bc4670-b98b-4b35-a418-38e2fa9acf13,66f096d8-521b-4090-8052-c188b08821d5,5cd9c461-c09c-fd66-d81c-7e7c0e3c60a3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_88039cf09dbb37d9,ask_cbb7bbe257483a1b,d822fccd-6258-47ba-b4d0-4c46e9aaf37f,66f096d8-521b-4090-8052-c188b08821d5,0f8b0e91-0b69-d2a0-c292-a1a1c48b6458,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_b897cebb93f37293,ask_f9475d8378e14242,6f996ded-05b4-49b7-8ab5-da3f61299672,66f096d8-521b-4090-8052-c188b08821d5,068e73ed-5400-e63b-1708-61dbc42dcf3d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_9431954ad6f95f60,ask_2f98781df3ac2795,2aae254e-244d-4710-be85-f963d38c85a6,66f096d8-521b-4090-8052-c188b08821d5,3c996bcb-2a93-db16-f81d-9a5eb1254bb7,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_c82591c4d9a8fdc1,ask_3fad21b555059f77,54620427-725f-4b18-aa45-93f783dfcc2e,66f096d8-521b-4090-8052-c188b08821d5,9f62e291-6324-25de-6a81-8a2a9e575e07,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a58c54ea4c63aeba,ask_f56705f8d6626c4c,d98fa376-e34b-41be-9b96-8463e997a1cd,66f096d8-521b-4090-8052-c188b08821d5,6b486394-6387-d0b0-6d7e-1a6dbb95b0c6,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_3aa3bd04f1b747c1,ask_34a30eab482f59bb,fec16176-3074-4410-a0a7-8c6107360524,66f096d8-521b-4090-8052-c188b08821d5,5786e6fb-9347-6417-9d07-e0bc724858cf,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0107bf86f9a2caa6,ask_dd6f8e492012dbc5,fff91720-2792-4e37-a547-4c85ef570226,66f096d8-521b-4090-8052-c188b08821d5,b682a892-2a8d-ba40-0ad9-ca979cc9aefa,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_8ca352ed51c5a593,ask_d937b15f9616155d,4d407c56-a87a-4830-be20-6d2743d11c18,66f096d8-521b-4090-8052-c188b08821d5,5727b581-ff9c-fc62-9b0b-245d02a88b1c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_387b95cede5151d9,ask_18ca2387e9a90260,6a703519-abd9-43fa-8d20-dd044f25486f,66f096d8-521b-4090-8052-c188b08821d5,965ead6f-e98f-5e0a-e201-51abf710ee0c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ec1861616f9147ca,ask_966af1b282bb4066,7a1a3840-90dd-4a24-a75d-00865f3fd012,66f096d8-521b-4090-8052-c188b08821d5,d69c8507-a64f-055c-2a69-2c4badba6e97,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_350db020fa423333,ask_dd86febf84aa818f,fb602b52-8ed8-415c-a4b6-8e738f242503,66f096d8-521b-4090-8052-c188b08821d5,40979d5d-970a-18c8-7638-0fc19fee9380,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_2220eed4ffad7584,ask_7c930b43ece4c02f,491c1667-877e-4722-8018-85c2fc898527,66f096d8-521b-4090-8052-c188b08821d5,9244ab6b-8f19-9e33-5f8b-2f48efee1b13,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0e7d72906551318a,ask_36cc7a297b31d2e1,719c5fcf-540c-4be7-a00e-fc504295a97f,66f096d8-521b-4090-8052-c188b08821d5,b5d2b7e3-b788-bc08-7834-7c327aff647e,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_20ed57e6da3a5804,ask_535b2fdc0794bced,f124e33e-28d7-4c73-92df-e52314a8efe0,66f096d8-521b-4090-8052-c188b08821d5,4fce5669-1ef6-80d5-f1af-b4cfa8278084,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_d1a5332402a1cb9f,ask_6ed2830eabd5ab23,4e8117de-efbf-45b9-bb6d-e2f9074db03d,66f096d8-521b-4090-8052-c188b08821d5,ea933bbe-fb4e-f203-4633-7a92a003f00f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_adcffaac4426ad69,ask_216fc80411c906fd,a7b2c19f-3a74-4e50-abf4-d3ec63492351,66f096d8-521b-4090-8052-c188b08821d5,7bae4f09-ae5b-09fd-c882-c1e5beef669f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1ff4eac2db10d15d,ask_4658ba7f55011038,db9eae2f-7506-4d8e-b29c-0ad89070ea8f,66f096d8-521b-4090-8052-c188b08821d5,cbddc266-c30d-2aaf-6302-fc9868900fa5,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0220a3ad0de7f118,ask_34190e63dfb164cf,4dd636df-f0b5-45e2-8acf-039c41fbc945,66f096d8-521b-4090-8052-c188b08821d5,87603af1-b1b5-f63e-8aff-e12ddbda40ac,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_6817cf28b89ac733,ask_0cbdc162cfdbded9,4e453974-6813-44d0-a66f-f40ae7f048bb,66f096d8-521b-4090-8052-c188b08821d5,c196c597-2a5a-efd2-39d7-2431b5f62d12,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ce0c21d2bdda152b,ask_b557b94f2398d92d,b3011518-cb57-4e2c-ac2d-10023c549f78,66f096d8-521b-4090-8052-c188b08821d5,5a9497fe-f8b8-cf19-dcb8-f0855207d2c0,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_3d79811b3dfc5d2e,ask_556bd7be86bb8f6d,fc06d1e6-d3cd-40ee-8264-54e361d5d32d,66f096d8-521b-4090-8052-c188b08821d5,85964635-2f6b-0c06-69e6-843afb04104d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a10effb2e2de35c5,ask_440b2f3ca88f839b,6e5dcf8a-4a32-4e00-9ed3-421ee2fc9271,66f096d8-521b-4090-8052-c188b08821d5,9ce86acd-9a5d-770b-eada-677a51fa8628,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_063a5a0ffedd39b6,ask_a9754a4363ced5fa,24ab565f-2135-46f8-bb29-c5f8d35276df,66f096d8-521b-4090-8052-c188b08821d5,49471f29-665b-40cf-ad62-482cbaf5a2f4,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5b0948099776c84e,ask_b8e0b7057eccd41d,436d72fc-dcbf-49aa-9e48-a33539eccb69,66f096d8-521b-4090-8052-c188b08821d5,d2a20852-1f64-df54-798c-aa76db6ca797,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1465912ff342b726,ask_ee6068767631f7c7,ae324744-8228-41ef-b5af-a590146afd69,66f096d8-521b-4090-8052-c188b08821d5,3bb9bdc8-49d5-3db2-d349-f01233f96675,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_070bfce3066fcdd6,ask_d40d282dcf295e96,3dfb03ef-09a7-4c13-9d9e-e0e3d8bc2888,66f096d8-521b-4090-8052-c188b08821d5,27f69ef9-99bc-33da-98c5-a2c23071a507,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_04778dfd953276d3,ask_8ac88bb7700a8f56,c5284269-2fd6-473e-bca2-13bc60129aab,66f096d8-521b-4090-8052-c188b08821d5,6cbdc3d4-6666-7cc7-c570-fcd9d83e9ef1,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_c6187b0b8c887d20,ask_8e0238c5329e6805,d56651db-3618-46b5-8384-450d2683ad3c,66f096d8-521b-4090-8052-c188b08821d5,6ddb8929-77fb-b3c4-7ceb-81b56235fcaf,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_8ed903c30255c0ae,ask_5295bd4a18a97623,56dade7b-ef4e-4527-82a9-b7d078aad030,66f096d8-521b-4090-8052-c188b08821d5,e6b11db5-c862-9c5b-13a3-245c163c49eb,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_12247609d969d25e,ask_5cc42325082076fd,1324c7fe-ea12-4ff8-ac82-5235933a70b2,66f096d8-521b-4090-8052-c188b08821d5,06e13c34-66ab-a1b3-cd97-0b18360226d7,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_8493ccd9006bc4d7,ask_7900b257b2cc7737,df6cfd33-82c8-4b34-8f3a-10ca38a1fc4e,66f096d8-521b-4090-8052-c188b08821d5,5047c08e-8d52-8dc1-153e-12d5762bf860,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_f2770b13ce6d97de,ask_65db2efc45c51474,1ef4d089-1d02-44d4-a7bf-9ae352971cd3,66f096d8-521b-4090-8052-c188b08821d5,e284b2b3-4960-058b-b601-659850f3dfc4,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_456586505789d95c,ask_d306f830618394a6,609714e1-1821-40bb-8b19-814501c2ca30,66f096d8-521b-4090-8052-c188b08821d5,cf1977fe-b0a4-1c19-fb3e-a58598ac14b3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_bcd923ec11a57260,ask_4823590f98899bfb,a2a23939-6d32-46a6-84f4-8ed631fdfbfe,66f096d8-521b-4090-8052-c188b08821d5,4399db5b-fb21-790a-d38f-a85f103db4f7,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5afe7de2eef28963,ask_d24992cf1cfc0331,4ad97c4c-498c-4cb7-b698-7e40a18f434b,66f096d8-521b-4090-8052-c188b08821d5,1fdbea48-93ea-0840-51b1-d58abc6a1340,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ae84fbc355614511,ask_5879e78440e6ee3e,a00bf134-29a9-4c6d-b316-16624e86da29,66f096d8-521b-4090-8052-c188b08821d5,f88df548-a9cd-6191-06b5-d0dfb72ba36a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_474fe9be108896cc,ask_3d299559cd6e8a3e,0e654a2c-6276-4f20-a3af-bff40eeb9a65,66f096d8-521b-4090-8052-c188b08821d5,a2e07c49-a9b9-1f7e-e57e-8f6e235597ce,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_66f37f21eed01e21,ask_19c5cdc31a5e2af9,5dac6681-7316-46fb-8438-8559927b0fd7,66f096d8-521b-4090-8052-c188b08821d5,0f74f78d-cabf-4d37-b8a4-da4755610326,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_65aa68968f2ba9cb,ask_0f74e7a4e826f7e7,f53b575f-997b-422d-a3ee-89a88740b54d,66f096d8-521b-4090-8052-c188b08821d5,8c54357f-3cff-8d84-33bc-4fbfbaf8f21f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_03eb8fcdf451d14f,ask_474fb18a8a8b4399,63a29463-043f-4343-9506-8d0a4ca06dcb,66f096d8-521b-4090-8052-c188b08821d5,85920c94-86f4-0115-51f4-d703432967f3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e025b55fe8d415b7,ask_54a0d2caf3eeda13,38afa871-7c9c-427d-b1b4-fa8319fa16d2,66f096d8-521b-4090-8052-c188b08821d5,1ac78821-6587-1b0f-a76c-ec21b6cf45ef,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_36a3f4223de93e12,ask_eb25ba5d42885180,17596227-cfd1-4238-ba45-d71755c9b2c0,66f096d8-521b-4090-8052-c188b08821d5,bba2104b-a4f8-0774-c001-c3f092a89bc2,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_d8a14757c8c46005,ask_08baf8ccbb071de7,17e2ba32-bf6b-4b03-af75-a1101016f4ef,66f096d8-521b-4090-8052-c188b08821d5,45a5d5fa-4880-0377-bca2-4fde5aa7a558,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_b26dc8b7a22ccd98,ask_7b07db1f829d07ef,6def7b5e-78c8-4c30-a32b-5121f5b15ecd,66f096d8-521b-4090-8052-c188b08821d5,da19ff24-ff6e-f65a-093e-6ccee1a4aae3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e004b9c545fdad84,ask_1a76115469ee444e,63868783-7c62-4cc2-b684-0bd5c606fddb,66f096d8-521b-4090-8052-c188b08821d5,5bf3058b-995d-97ae-d0c5-68d777abd278,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e2395e6242734d05,ask_858478c010a66c01,03307fe6-88d2-46ad-9c18-425c00d3153d,66f096d8-521b-4090-8052-c188b08821d5,f56f93d0-ca4a-6d60-6b71-d69d11a94da8,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_38b4aa44e0e237cb,ask_ba820064f8fd8e23,7b994e0d-c27b-48c2-a03a-37228a5ae82d,66f096d8-521b-4090-8052-c188b08821d5,faf2a11c-b28c-dc64-3980-51bb4810e973,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_7f0618502e616e48,ask_74c8c51251fa1b41,4d6cb62e-1717-45dd-ac6b-740820f32e16,66f096d8-521b-4090-8052-c188b08821d5,4c660f2b-c8b5-b5d2-6016-128f9a66557e,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1d25f4fc5011fcbc,ask_771feca1371e4832,7e781fe4-f361-4ff2-8214-de660145748f,66f096d8-521b-4090-8052-c188b08821d5,8ac2932e-66ad-348e-3dd3-106b6b38a355,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_80b7ba397d92ffbd,ask_7744fae10c63b6cc,689ddf12-322c-475e-b275-3a4e119dd9fe,66f096d8-521b-4090-8052-c188b08821d5,6513cb89-a9c2-c445-32be-536a300dd63c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_39945a89b4c388ea,ask_45f2a068b8717588,411eb5d6-fd09-4193-b12d-beca2fbc5b02,66f096d8-521b-4090-8052-c188b08821d5,1a08b3c5-960f-f99f-c45a-56d038c9ffd4,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_32c4e9265a53cb5c,ask_96c80cd43930e83a,f616e522-3476-4c51-9c31-00bccfdf24e9,66f096d8-521b-4090-8052-c188b08821d5,fc0b0c2c-a052-3faa-b41a-fd82bd2ccf3c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5dc9607f1f0193c1,ask_b4af29dc11c8bccf,f335e604-e32d-4edd-b20d-f696bb272b31,66f096d8-521b-4090-8052-c188b08821d5,21fdb097-4653-0c3f-3ea5-062f4c212b8f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
